Service Item Type ID,StagingRef__c,Name,ServiceCompanyStagingRef__c,ServiceItemFamilyStagingRef__c,DivisionStagingRef__c,DeviceSizeStagingRef__c,BandTypeStagingRef__c,GroupTypeStagingRef__c,Apt_UK__BillDescription__c,Apt_UK__StartDate__c,Apt_UK__EndDate__c,Apt_UK__EligibleforanAgreedRate__c,Apt_UK__AvailableToSelectInWizard__c,ChargeType__c,NumberOfOccupants__c,ServiceItemTypeCategory__c,SurfaceWaterDrainage__c,AssessedCharge__c
SI0572,SI0572,SWW NAV NH Meas Wat Fixed - 50mm - Vacant,SWW,SIF136,SW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0573,SI0573,BW NAV HH Meas Wat Adjusted Volume - Bulk Actual,BW,SIF137,BW01,,,,Water,2025/04/01,,No,1,,,,,
SI0574,SI0574,BW NAV NH Meas Wat Adjusted Volume - Bulk Actual,BW,SIF138,BW01,,,,Water,2025/04/01,,No,1,,,,,
SI0575,SI0575,BW NAV HH Meas Wat Adjusted Volume - Bulk Psuedo,BW,SIF137,BW01,,,,Water,2025/04/01,,No,1,,,,,
SI0576,SI0576,BW NAV NH Meas Wat Adjusted Volume - Bulk Psuedo,BW,SIF138,BW01,,,,Water,2025/04/01,,No,1,,,,,
SI0577,SI0577,SWW NAV HH Meas Wat Adjusted Volume - Bulk Actual,SWW,SIF139,SW01,,,,Water,2025/04/01,,No,1,,,,,
SI0578,SI0578,SWW NAV NH Meas Wat Adjusted Volume - Bulk Actual,SWW,SIF140,SW01,,,,Water,2025/04/01,,No,1,,,,,
SI0579,SI0579,SWW NAV HH Meas Wat Adjusted Volume - Bulk Pseudo,SWW,SIF139,SW01,,,,Water,2025/04/01,,No,1,,,,,
SI0580,SI0580,SWW NAV NH Meas Wat Adjusted Volume - Bulk Psuedo,SWW,SIF140,SW01,,,,Water,2025/04/01,,No,1,,,,,
SI0581,SI0581,SWW NAV HH Meas Sew Fixed NSW - Occupied,SWW,SIF141,SW01,,,,Sewerage 2 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0582,SI0582,SWW NAV HH Meas Sew Fixed NSW - Vacant,SWW,SIF141,SW01,,,,Sewerage 2 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0583,SI0583,SWW NAV NH Meas Sew Fixed NSW - 25mm - Occupied,SWW,SIF142,SW01,,,,Sewerage 2 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0584,SI0584,SWW NAV NH Meas Sew Fixed NSW - 25mm - Vacant,SWW,SIF142,SW01,,,,Sewerage 2 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0585,SI0585,SWW NAV NH Meas Sew Fixed NSW - 50mm - Occupied,SWW,SIF142,SW01,,,,Sewerage 2 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0586,SI0586,SWW NAV NH Meas Sew Fixed NSW - 50mm - Vacant,SWW,SIF142,SW01,,,,Sewerage 2 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0587,SI0587,SWW NAV HH Meas Sew Fixed SWD - Occupied,SWW,SIF143,SW01,,,,Sewerage 1 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0588,SI0588,SWW NAV HH Meas Sew Fixed SWD - Vacant,SWW,SIF143,SW01,,,,Sewerage 1 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0589,SI0589,SWW NAV NH Meas Sew Fixed SWD - 25mm - Occupied,SWW,SIF144,SW01,,,,Sewerage 1 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0590,SI0590,SWW NAV NH Meas Sew Fixed SWD - 25mm - Vacant,SWW,SIF144,SW01,,,,Sewerage 1 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0591,SI0591,SWW NAV NH Meas Sew Fixed SWD - 50mm - Occupied,SWW,SIF144,SW01,,,,Sewerage 1 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0592,SI0592,SWW NAV NH Meas Sew Fixed SWD - 50mm - Vacant,SWW,SIF144,SW01,,,,Sewerage 1 Standing Charge,2025/04/01,,Yes,1,,,,,
SI0593,SI0593,SWW NAV HH Meas Sew Adjusted Volume NSW - Bulk Actual,SWW,SIF145,SW01,,,,Sewerage 2,2025/04/01,,No,1,,,,,
SI0594,SI0594,SWW NAV HH Meas Sew Adjusted Volume SWD - Bulk Actual,SWW,SIF146,SW01,,,,Sewerage 1,2025/04/01,,No,1,,,,,
SI0595,SI0595,SWW NAV NH Meas Sew Adjusted Volume NSW - Bulk Actual,SWW,SIF147,SW01,,,,Sewerage 2,2025/04/01,,No,1,,,,,
SI0596,SI0596,SWW NAV NH Meas Sew Adjusted Volume SWD - Bulk Actual,SWW,SIF148,SW01,,,,Sewerage 1,2025/04/01,,No,1,,,,,
SI0597,SI0597,SWW NAV HH Meas Sew Adjusted Volume NSW - Bulk Psuedo,SWW,SIF145,SW01,,,,Sewerage 2,2025/04/01,,No,1,,,,,
SI0598,SI0598,SWW NAV HH Meas Sew Adjusted Volume SWD - Bulk Psuedo,SWW,SIF146,SW01,,,,Sewerage 1,2025/04/01,,No,1,,,,,
SI0599,SI0599,SWW NAV NH Meas Sew Adjusted Volume NSW - Bulk Psuedo,SWW,SIF147,SW01,,,,Sewerage 2,2025/04/01,,No,1,,,,,
SI0600,SI0600,SWW NAV NH Meas Sew Adjusted Volume SWD - Bulk Psuedo,SWW,SIF148,SW01,,,,Sewerage 1,2025/04/01,,No,1,,,,,
SI0601,SI0601,BW HH Legacy Meas Wat WaterCare Fixed - Band 1,BW,SIF003,BW01,,,,WaterCare Water Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0602,SI0602,BW HH Legacy Meas Wat WaterCare Fixed - Band 2,BW,SIF003,BW01,,,,WaterCare Water Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0603,SI0603,BW HH Legacy Meas Wat WaterCare Fixed - Band 3,BW,SIF003,BW01,,,,WaterCare Water Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0604,SI0604,BW HH Legacy Meas Wat WaterCare Fixed - Band 4,BW,SIF003,BW01,,,,WaterCare Water Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0605,SI0605,BW HH Legacy Meas Wat WaterCare Fixed - Band 5,BW,SIF003,BW01,,,,WaterCare Water Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0606,SI0606,BW HH Legacy Meas Wat WaterCare Volume - Band 1,BW,SIF004,BW01,,,,WaterCare Wat Volume Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0607,SI0607,BW HH Legacy Meas Wat WaterCare Volume - Band 2,BW,SIF004,BW01,,,,WaterCare Wat Volume Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0608,SI0608,BW HH Legacy Meas Wat WaterCare Volume - Band 3,BW,SIF004,BW01,,,,WaterCare Wat Volume Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0609,SI0609,BW HH Legacy Meas Wat WaterCare Volume - Band 4,BW,SIF004,BW01,,,,WaterCare Wat Volume Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0610,SI0610,BW HH Legacy Meas Wat WaterCare Volume - Band 5,BW,SIF004,BW01,,,,WaterCare Wat Volume Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0611,SI0611,BW HH Legacy Unm Wat WaterCare - 1 Occ Band 1,BW,SIF010,BW01,,,,WaterCare Water 1 Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0612,SI0612,BW HH Legacy Unm Wat WaterCare - 1 Occ Band 2,BW,SIF010,BW01,,,,WaterCare Water 1 Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0613,SI0613,BW HH Legacy Unm Wat WaterCare - 1 Occ Band 3,BW,SIF010,BW01,,,,WaterCare Water 1 Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0614,SI0614,BW HH Legacy Unm Wat WaterCare - 1 Occ Band 4,BW,SIF010,BW01,,,,WaterCare Water 1 Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0615,SI0615,BW HH Legacy Unm Wat WaterCare - 1 Occ Band 5,BW,SIF010,BW01,,,,WaterCare Water 1 Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0616,SI0616,BW HH Legacy Unm Wat WaterCare - 2 Occ Band 1,BW,SIF010,BW01,,,,WaterCare Water 2 Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0617,SI0617,BW HH Legacy Unm Wat WaterCare - 2 Occ Band 2,BW,SIF010,BW01,,,,WaterCare Water 2 Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0618,SI0618,BW HH Legacy Unm Wat WaterCare - 2 Occ Band 3,BW,SIF010,BW01,,,,WaterCare Water 2 Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0619,SI0619,BW HH Legacy Unm Wat WaterCare - 2 Occ Band 4,BW,SIF010,BW01,,,,WaterCare Water 2 Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0620,SI0620,BW HH Legacy Unm Wat WaterCare - 2 Occ Band 5,BW,SIF010,BW01,,,,WaterCare Water 2 Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0621,SI0621,BW HH Legacy Unm Wat WaterCare - 3 Occ Band 1,BW,SIF010,BW01,,,,WaterCare Water 3 Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0622,SI0622,BW HH Legacy Unm Wat WaterCare - 3 Occ Band 2,BW,SIF010,BW01,,,,WaterCare Water 3 Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0623,SI0623,BW HH Legacy Unm Wat WaterCare - 3 Occ Band 3,BW,SIF010,BW01,,,,WaterCare Water 3 Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0624,SI0624,BW HH Legacy Unm Wat WaterCare - 3 Occ Band 4,BW,SIF010,BW01,,,,WaterCare Water 3 Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0625,SI0625,BW HH Legacy Unm Wat WaterCare - 3 Occ Band 5,BW,SIF010,BW01,,,,WaterCare Water 3 Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0626,SI0626,BW HH Legacy Unm Wat WaterCare - 4 Occ Band 1,BW,SIF010,BW01,,,,WaterCare Water 4 Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0627,SI0627,BW HH Legacy Unm Wat WaterCare - 4 Occ Band 2,BW,SIF010,BW01,,,,WaterCare Water 4 Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0628,SI0628,BW HH Legacy Unm Wat WaterCare - 4 Occ Band 3,BW,SIF010,BW01,,,,WaterCare Water 4 Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0629,SI0629,BW HH Legacy Unm Wat WaterCare - 4 Occ Band 4,BW,SIF010,BW01,,,,WaterCare Water 4 Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0630,SI0630,BW HH Legacy Unm Wat WaterCare - 4 Occ Band 5,BW,SIF010,BW01,,,,WaterCare Water 4 Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0631,SI0631,BW HH Legacy Unm Wat WaterCare - 5 Occ Band 1,BW,SIF010,BW01,,,,WaterCare Water 5 Person Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0632,SI0632,BW HH Legacy Unm Wat WaterCare - 5 Occ Band 2,BW,SIF010,BW01,,,,WaterCare Water 5 Person Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0633,SI0633,BW HH Legacy Unm Wat WaterCare - 5 Occ Band 3,BW,SIF010,BW01,,,,WaterCare Water 5 Person Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0634,SI0634,BW HH Legacy Unm Wat WaterCare - 5 Occ Band 4,BW,SIF010,BW01,,,,WaterCare Water 5 Person Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0635,SI0635,BW HH Legacy Unm Wat WaterCare - 5 Occ Band 5,BW,SIF010,BW01,,,,WaterCare Water 5 Person Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0636,SI0636,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 1 - Dual,SWW,SIF022,SW01,,,,WaterCare Sew 2 Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0637,SI0637,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 2 - Dual,SWW,SIF022,SW01,,,,WaterCare Sew 2 Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0638,SI0638,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 3 - Dual,SWW,SIF022,SW01,,,,WaterCare Sew 2 Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0639,SI0639,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 4 - Dual,SWW,SIF022,SW01,,,,WaterCare Sew 2 Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0640,SI0640,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 5 - Dual,SWW,SIF022,SW01,,,,WaterCare Sew 2 Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0641,SI0641,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 1 - Single,SWW,SIF023,SW01,,,,WaterCare Sew 2 Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0642,SI0642,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 2 - Single,SWW,SIF023,SW01,,,,WaterCare Sew 2 Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0643,SI0643,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 3 - Single,SWW,SIF023,SW01,,,,WaterCare Sew 2 Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0644,SI0644,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 4 - Single,SWW,SIF023,SW01,,,,WaterCare Sew 2 Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0645,SI0645,SWW HH Legacy Meas Sew WaterCare Fixed NSW - Band 5 - Single,SWW,SIF023,SW01,,,,WaterCare Sew 2 Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0646,SI0646,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 1 - Dual,SWW,SIF024,SW01,,,,WaterCare Sew 1 Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0647,SI0647,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 2 - Dual,SWW,SIF024,SW01,,,,WaterCare Sew 1 Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0648,SI0648,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 3 - Dual,SWW,SIF024,SW01,,,,WaterCare Sew 1 Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0649,SI0649,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 4 - Dual,SWW,SIF024,SW01,,,,WaterCare Sew 1 Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0650,SI0650,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 5 - Dual,SWW,SIF024,SW01,,,,WaterCare Sew 1 Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0651,SI0651,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 1 - Single,SWW,SIF025,SW01,,,,WaterCare Sew 1 Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0652,SI0652,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 2 - Single,SWW,SIF025,SW01,,,,WaterCare Sew 1 Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0653,SI0653,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 3 - Single,SWW,SIF025,SW01,,,,WaterCare Sew 1 Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0654,SI0654,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 4 - Single,SWW,SIF025,SW01,,,,WaterCare Sew 1 Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0655,SI0655,SWW HH Legacy Meas Sew WaterCare Fixed SWD - Band 5 - Single,SWW,SIF025,SW01,,,,WaterCare Sew 1 Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0656,SI0656,SWW HH Legacy Meas Wat WaterCare Fixed - Band 1 - Dual,SWW,SIF035,SW01,,,,WaterCare Water Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0657,SI0657,SWW HH Legacy Meas Wat WaterCare Fixed - Band 2 - Dual,SWW,SIF035,SW01,,,,WaterCare Water Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0658,SI0658,SWW HH Legacy Meas Wat WaterCare Fixed - Band 3 - Dual,SWW,SIF035,SW01,,,,WaterCare Water Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0659,SI0659,SWW HH Legacy Meas Wat WaterCare Fixed - Band 4 - Dual,SWW,SIF035,SW01,,,,WaterCare Water Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0660,SI0660,SWW HH Legacy Meas Wat WaterCare Fixed - Band 5 - Dual,SWW,SIF035,SW01,,,,WaterCare Water Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0661,SI0661,SWW HH Legacy Meas Wat WaterCare Fixed - Band 1 - Single,SWW,SIF036,SW01,,,,WaterCare Water Standing Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0662,SI0662,SWW HH Legacy Meas Wat WaterCare Fixed - Band 2 - Single,SWW,SIF036,SW01,,,,WaterCare Water Standing Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0663,SI0663,SWW HH Legacy Meas Wat WaterCare Fixed - Band 3 - Single,SWW,SIF036,SW01,,,,WaterCare Water Standing Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0664,SI0664,SWW HH Legacy Meas Wat WaterCare Fixed - Band 4 - Single,SWW,SIF036,SW01,,,,WaterCare Water Standing Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0665,SI0665,SWW HH Legacy Meas Wat WaterCare Fixed - Band 5 - Single,SWW,SIF036,SW01,,,,WaterCare Water Standing Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0666,SI0666,SWW HH Legacy Meas Sew WaterCare Volume NSW - Band 1,SWW,SIF028,SW01,,,,WaterCare Sew 2 Volume Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0667,SI0667,SWW HH Legacy Meas Sew WaterCare Volume NSW - Band 2,SWW,SIF028,SW01,,,,WaterCare Sew 2 Volume Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0668,SI0668,SWW HH Legacy Meas Sew WaterCare Volume NSW - Band 3,SWW,SIF028,SW01,,,,WaterCare Sew 2 Volume Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0669,SI0669,SWW HH Legacy Meas Sew WaterCare Volume NSW - Band 4,SWW,SIF028,SW01,,,,WaterCare Sew 2 Volume Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0670,SI0670,SWW HH Legacy Meas Sew WaterCare Volume NSW - Band 5,SWW,SIF028,SW01,,,,WaterCare Sew 2 Volume Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0671,SI0671,SWW HH Legacy Meas Sew WaterCare Volume SWD - Band 1,SWW,SIF029,SW01,,,,WaterCare Sew 1 Volume Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0672,SI0672,SWW HH Legacy Meas Sew WaterCare Volume SWD - Band 2,SWW,SIF029,SW01,,,,WaterCare Sew 1 Volume Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0673,SI0673,SWW HH Legacy Meas Sew WaterCare Volume SWD - Band 3,SWW,SIF029,SW01,,,,WaterCare Sew 1 Volume Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0674,SI0674,SWW HH Legacy Meas Sew WaterCare Volume SWD - Band 4,SWW,SIF029,SW01,,,,WaterCare Sew 1 Volume Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0675,SI0675,SWW HH Legacy Meas Sew WaterCare Volume SWD - Band 5,SWW,SIF029,SW01,,,,WaterCare Sew 1 Volume Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0676,SI0676,SWW HH Legacy Meas Wat WaterCare Volume - Band 1,SWW,SIF037,SW01,,,,WaterCare Water Volume Charge Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0677,SI0677,SWW HH Legacy Meas Wat WaterCare Volume - Band 2,SWW,SIF037,SW01,,,,WaterCare Water Volume Charge Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0678,SI0678,SWW HH Legacy Meas Wat WaterCare Volume - Band 3,SWW,SIF037,SW01,,,,WaterCare Water Volume Charge Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0679,SI0679,SWW HH Legacy Meas Wat WaterCare Volume - Band 4,SWW,SIF037,SW01,,,,WaterCare Water Volume Charge Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0680,SI0680,SWW HH Legacy Meas Wat WaterCare Volume - Band 5,SWW,SIF037,SW01,,,,WaterCare Water Volume Charge Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0681,SI0681,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 1 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-One Person NSW Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0682,SI0682,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 2 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-One Person NSW Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0683,SI0683,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 3 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-One Person NSW Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0684,SI0684,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 4 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-One Person NSW Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0685,SI0685,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 5 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-One Person NSW Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0686,SI0686,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 1 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Two Person NSW Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0687,SI0687,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 2 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Two Person NSW Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0688,SI0688,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 3 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Two Person NSW Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0689,SI0689,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 4 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Two Person NSW Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0690,SI0690,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 5 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Two Person NSW Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0691,SI0691,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 1 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0692,SI0692,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 2 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0693,SI0693,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 3 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0694,SI0694,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 4 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0695,SI0695,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 5 - Dual,SWW,SIF051,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0696,SI0696,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 1 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-One Person NSW Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0697,SI0697,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 2 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-One Person NSW Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0698,SI0698,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 3 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-One Person NSW Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0699,SI0699,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 4 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-One Person NSW Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0700,SI0700,SWW HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 5 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-One Person NSW Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0701,SI0701,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 1 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Two Person NSW Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0702,SI0702,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 2 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Two Person NSW Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0703,SI0703,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 3 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Two Person NSW Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0704,SI0704,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 4 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Two Person NSW Band 4,2017/04/01,2025/10/01,No,0,,,,,
SI0705,SI0705,SWW HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 5 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Two Person NSW Band 5,2017/04/01,2025/10/01,No,0,,,,,
SI0706,SI0706,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 1 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 1,2017/04/01,2025/10/01,No,0,,,,,
SI0707,SI0707,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 2 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 2,2017/04/01,2025/10/01,No,0,,,,,
SI0708,SI0708,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 3 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 3,2017/04/01,2025/10/01,No,0,,,,,
SI0709,SI0709,SWW HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 4 - Single,SWW,SIF052,SW01,,,,WaterCare Sewerage-Multi Occ NSW Band 4,2017/04/01,2025/10/01,No,0,,,,,
